,Title,Text,Source
22,Stuart Webber: Former soccer club official criticized for ‘lazy stereotyping’ of Black players,"CNN —

A former official at soccer clubs in England and Wales has been accused by an anti-racism body of stereotyping Black players with “callous language.”

Stuart Webber, who left his role as sporting director of Norwich City last year, made the comments in reference to five Black players he had worked with – Jonny Rowe, Abu Kamara, Max Aarons, Jamal Lewis and Raheem Sterling – while speaking with The Pink Un, a regional newspaper in the city of Norwich.

Webber’s comments came during an interview about his upcoming four-week expedition to climb Mount Everest for charity.

“We want to help the guys who really need it, not the ones who are maybe privileged,” he said, adding: “Where [the players] come from, it had to work out for them in football because the alternative is potentially jail or something else.”

The comments have been widely condemned, with sports anti-discrimination body Kick It Out describing them as “racial profiling” and “deeply offensive and concerning” on X, formerly known as Twitter.

“To read such callous language being used by someone who until recently was a senior executive at the top of the English game paints a very damning picture,” Kick It Out said.

“Resorting to lazy stereotyping is clearly upsetting for those who have been targeted, but also shows a complete lack of respect for their families, who have played a huge part in the journeys that the players have been on.”

CNN has attempted to contact Webber for comment.

Raheem Sterling celebrates scoring for England against Iran at the 2022 FIFA World Cup. Julian Finney/Getty Images

Webber and his wife Zoe are co-founders of the Summit Foundation, which works with other charitable organizations to create programs to help young people. According to the foundation’s website, one of its aims is to help break the poverty cycle through education.

“We have to give the young people in this area something to strive for, to inspire them and, if we can, give them financial support,” he told The Pink Un. “Post-Everest, we’ll continue the charity work.”

In a statement on X, Kamara – a striker who plays for League One team Portsmouth on loan from Norwich City – said that he and his family are “deeply saddened and shocked” by Webber’s remarks.

He added: “I want to say to all the black and ethnic minority children, you don’t have to be a professional athlete to avoid living a life of crime and it is important that younger audiences are not left with this false narrative.

“I am proud of where I come from and acknowledge the sacrifices my family have made in order for me to have a career in football. These remarks are a sign that there is still a long way to go to be treated equally.”

Also writing on X, Aarons’ mother, Amber, said that there was “not a chance any of those boys … would have been in jail,” while Lewis’ mother, Catrina, said that Webber’s remarks were “very unprofessional.”

In a statement on Monday, Norwich said that Webber’s comments “do not in any way reflect the wider views of the football club,” adding: “Following publication of the interview, club representatives have focused on speaking directly with Abu Kamara and Jonathan Rowe to understand their concerns and offer support.

“The club are also in the process of reaching out to the other named players, whilst also engaging in dialogue with Kick It Out.

“Norwich City is a home for everyone. We remain committed in our work across equality, diversity and inclusion to create an environment where all can feel welcome and valued.”

Prior to working at Norwich City – where his wife Zoe is an executive director – Webber held roles at Huddersfield Town, Wolverhampton Wanderers, Queens Park Rangers, Liverpool and Wrexham.",https://edition.cnn.com
23,This Italian town is struggling to sell off its empty homes for one euro. Here’s why,"CNN —

Italy’s one-euro-home sales have been attracting a lot of interest over the past few years, with dozens opting to snap up abandoned properties in some of the country’s depopulated towns.

But while towns like Mussomeli in Sicily and Zungoli in Campania have managed to offload various abandoned dwellings to foreigners longing to live the Italian dream, some have struggled to sell their empty homes.

Among them is Patrica, a remote medieval village of barely 3,000 residents located south of Rome, where more than 40 properties deserted in the early 1900s have been left to rot.

Perched on a rocky plateau overlooking the Sacco valley in central Italy, Patrica is an idyllic spot, but life here wasn’t easy for locals in the past.

Abandoned homes

Italian village Patrica, located south of Rome, is struggling to offload its abandoned homes. Comune di Patrica

Many left in search of a brighter future elsewhere, leaving their homes empty for decades.

In an attempt to breathe new life into the dying village, the town’s mayor Lucio Fiordaliso has been trying to emulate the success of other Italian villages who’ve put their empty homes up for sale for one euro, or just over a dollar. He’s so far had little success.

“We first mapped all abandoned houses and made an official call out to the original owners to invite them to hand over their dilapidated family properties, but we managed to sell just two homes for one euro,” Fiordaliso tells CNN.

While local authorities in towns left underpopulated due to earthquakes and other natural calamities have the jurisdiction to put abandoned homes up for sale without permission from the owners, this isn’t the case for Patrica and other towns like it.

“We first need the availability of owners, or their heirs, in disposing of their old houses,” says Fiordaliso.

“Only then can we place these properties up for sale with their consent, which makes the process very complicated. Almost impossible.”

Fiordaliso explains that the town received a “positive response” from 10 owners after sending out a “public call to involve them in our one-euro-homes project,” but they withdrew at the last minute. The rest never replied.

Public call

Many of the town's local families left in search of a brighter future elsewhere, leaving their homes empty for decades. Comune di Patrica

Fiordaliso feels that those who changed their minds may have done so because of issues with other relatives who owned shares of the same property.

Abandoned buildings in old Italian towns are sometimes split between multiple heirs who own just a section – like a bathroom, balcony, kitchen - and nothing can be sold without written consent from all heirs, as per Italian law.

In the past, it was customary for children to inherit parts of their family home, including patches of land, wells and orchards.

But it’s not always a guarantee that relatives will still be on good terms and/or in contact years down the line.

“The disposal of potential one euro homes faced a deadlock as most relatives sharing the same property were at odds with one another for personal reasons or couldn’t agree on the sale, some hardly spoke or knew each other, others lived in distant cities and even abroad,” says the mayor.

In some instances, homes were never officially split between heirs in the past, so the ownership line had broken along the way without a clear indication as to who should be the current owner.

According to Fiordaliso, tracking down the descendants of owners who’d long migrated overseas, mainly to the US, Canada and Argentina and perhaps had different last names, or may have passed on their Italian property to foreigners without notifying Patrica’s town hall, has been a very hard task.

“It’s like looking for a needle in a haystack,” he adds.

The only two abandoned homes that Patrica managed to sell as part of its one-euro scheme were fully owned by two locals, so no liaising with fourth-degree cousins or great-great-grandsons was required, and they could sell the properties without any complications.

Family ties

The remote medieval village has a population of around 3,000. Comune di Patrica

In situations where family feuds are at play, relatives could choose not to sell their share due to legal issues tied to inheritance disputes, or even as a form of revenge.

And original owners who’ve been living elsewhere for many years may be wary of making themselves known to local authorities and potentially being hit with back taxes for their property and waste disposal charges of up to 2,500 euros (around $2,730 per year, plus unpaid utility bills

Another reason that the one euro scheme never really kicked off in Patrica could be due to the condition of its forsaken homes.

Some of the houses are simply too neglected to sell, even if the owners were willing to agree to it.

Patrica local Gianni Valleco and his two brothers decided to place their parents’ abandoned home on the market to see what would happen, but soon found that the house was far from desirable.

“We thought, ‘Why not give it a go’? Even if it’s just for one euro, we’d be rid of a heap of useless stones. We were curious to see if someone might be interested anyway in buying it,” says Valleco.

“We were aware that after half a century our parents’ home had turned into rubble, it was totally destroyed, like razed to the ground.

“The roof and most walls had collapsed, leaving an open-air room covered in grass and bushes. All there remained was a patch of land, an ugly garden right in the heart of the historical center.”

According to Valleco, a neighbor had been using what remained of the home to dump their old stuff.

“We then realized nobody would ever buy it,” he says. “It’s a bad investment requiring lots of money to rebuild the house. It’s more worth buying a tiny rural cottage in the surroundings.”

Thankfully, not all of the deserted homes in Patrica that could be potentially sold for one euro are in quite such a terrible state, and some have garnered interest from potential buyers.

“A few foreigners came to see the abandoned one-euro dwellings. There was lots of interest but unfortunately we had nothing to offer them,” says the mayor, adding that those interested were from the US and Europe.

In the meantime, Fiordaliso has been coming up with new ways to boost the town’s appeal in the hope of luring newcomers.

New scheme

The town hall recently funded the makeover of the external façades of some ancient palazzos, prompting several locals to entirely restyle their old family homes and put them to use after decades of neglect.

Local resident Alessandra Pagliarosi took things a step further by turning the 1950s mansion inherited by her husband into an elegant B&B called Patricia.

“We redid the roof, which was practically no longer there, and the interior. The mayor’s move finally gave us a good excuse to fully renovate the property which had been sitting there uselessly,” says Pagliarosi, who benefited from the new tax breaks introduced by the town hall to revive the local economy.

Those who decide to kickstart a commercial activity like an B&B or artisan boutique in the ancient district are exempt from paying taxes on waste disposal, advertisement and public space use for 10 years and granted tax credits for restructuring costs.

“For a small B&B, that would amount to a total of roughly 1,200 euros (around $1,310) per year in tax savings, which is a significant amount of money,” says Pagliarosi.

Foreigners planning to relocate to Patrica and launch a small business are also entitled to the tax benefits.

So far, two new B&Bs and one restaurant have opened up as a result.

Local realtor Ilario Grossi, who runs Immobil Lepini estate agency, located in the nearby town of Ceccano, says several American descendants of emigrant families recently visited Patrica to look at properties.

But the town’s ready-to-occupy homes, with two-bedroom properties starting at 20,000 euros ($21,832,) proved to be more appealing.

“There is interest, but then when many (foreigners) actually see the bad shape of the old homes they’d prefer to opt for turn-key apartments that are already restyled or in need of just minor fixes,” says Grossi.

“So it’s much more convenient to buy one of these newer ones than grab an old building in need of a major renovation, where the final cost would end up being much higher.”

Despite these challenges, Fiordaliso hasn’t given up on selling some of the town’s long neglected homes, even if it means having to negotiate between warring relatives.",https://edition.cnn.com
24,"Alex Honnold, Hazel Findlay and Mikey Shaefer: How three cilmbers scaled one of the world’s largest unclimbed rock faces","CNN —

In a world now hyper connected by technology, transport links and our smartphone screens, there are few places that can truly be described as untouched. But for climber Alex Honnold, some such places, found in the harshest and most unforgiving of environments, still exist and are ripe for adventure.

Honnold had palms sweating and pulses racing when he climbed Yosemite’s 3,200 foot granite monolith El Capitan without any safety ropes – a mind-boggling achievement immortalized in the breathtaking BAFTA and Oscar winning National Geographic documentary “Free Solo.”

Following the success of the film and his rise to stardom, Honnold set his sights on Ingmikortilaq, a formidable and unclimbed 3,750-foot rock wall jutting from Greenland’s frigid icy waters. The steep rock is more than double the height of the Empire state building.

“I’m never going to do another climbing project that goes to the Oscars, you know? I can just set that expectation aside and I can focus on the projects that I’m excited about, that I’m inspired by,” he tells CNN Sport.

Climbers Alex Honnold, right, and Hazel Findlay assess the route ahead as they ascend Pool Wall, one of the stops before Ingmikortilaq, in Eastern Greenland. Pablo Durana/National Geographic

The 38-year-old athlete, alongside pro climbers Hazel Findlay and Mikey Shaefer, ventured to the formidable seacliff, known locally as “the separate one,” in a six-week expedition that featured in National Geographic’s documentary “Arctic Ascent.”

Honnold has done many first ascents all over the world, but says, that he’d “never done a first ascent of that magnitude, of a wall of that size.”

Taking on one of the world’s biggest unscaled walls might be the stuff of dreams for any climber, but the conditions, less so: Honnold and his team were forced to battle unpredictable weather, snow storms, tumbling loose rock and delayed delivery of their climbing equipment.

In spite of his reputation, Honnold is not entirely unflappable, describing sea cliff Ingmikortilaq as “pretty intimidating” and “daunting,” due to the swirling rock changing in rock type and quality.

“The first time we saw the wall from the boat, we all were pretty, you know, we’re like, ‘Oh, no, that’s a lot’,” he says.

Findlay, who took on the first ascent alongside Honnold, tells CNN even with careful planning and a TV crew, the team faced a surprising number of “unknowns,” not least the pressure and expectation they felt of working on the documentary.

Alex Honnold climbing Ingmikortilaq. ""Arctic Ascent With Alex Honnold."" Pablo Durana/National Geographic

“I think as a climber, you kind of get used to going into things with that level of unknown. I don’t know if you can really have an adventure without unknowns, that’s definitely just part of the experience,” Findlay explains.

“But when you’re making it for a TV show, there’s this added pressure: you really do kind of have to succeed or otherwise that money gets wasted and people’s jobs are on the line.”

After weeks of traveling to the cliff with a team including glaciologist Dr. Heïdi Sevestre, Greenlandic guide Adam Kjeldsen and adventurer Aldo Kane, the climbers set their sights on the formidable buttress.

Ingmikortilaq mountain stands at a staggering 3,750 ft. Matt Pycroft/National Geographic

“That wall was just really loose, it was just a lot harder to manage the risks, we felt like we could do everything possible to make it safe, and it still could be too dangerous,” Findlay adds.

Honnold explains he approached the six-week expedition and “almost overwhelming challenge” of the climb the same way he does all his projects: “breaking things down into things that are manageable.”

He adds: “I think a big part of doing things that other people find scary is broadening your comfort zone to the point that things that you used to think were scary are just no longer scary.

“That has meant consistently scaring myself in different ways, consistently doing things that are a small step beyond what I felt comfortable with before.”

He adds that 10 years ago, many aspects of the expedition would have been very scary for him.

“If you do something routinely for 20 years, it’s just not that scary. I think a lot of viewers see that and they’re like, ‘Oh, he lives a normal life like I do, and then every once in a while he does things like this’.

“No, no, this is what I do five days a week, all year round for the last 20 years,” he chuckles.

Warnings from a warming planet

Before making it to Ingmikortilaq, the team collected data to help inform a “health check” of Eastern Greenland, which hadn’t been completed in some 20 years.

The team studied glaciers, icebergs, fjord waters, and rock faces with the aim of increasing our knowledge of the impact climate change is having on this vital, fragile part of our planet, which will have ultimately have reverberations across the world.

This included a climb up a 1,500-foot rock face, known as the Pool Wall, to take real-time depth and density measurements of a rarely studied section of Greenland’s ice cap.

Hazel Findley climbs Ingmikortillaq. Pablo Durana/National Geographic

“Behind these really cool walls, we did some useful science. That is win, win, all the way across the world,” Honnold explains.

“So much of modern science just has to do with access: if you can get the right person to the right place, they can make meaningful contributions to science with relatively little effort,” he adds.

Sevestre tells CNN that the Arctic is currently warming three to four times faster than the rest of the world.

“By being able to better understand what’s happening to Greenland, this helps us to provide better data and better projections on how the rest of the world could be impacted by Arctic changes,” she explains.

A recent study from the California Institute of Technology found that the Greenland ice sheet is losing an average of 30 million metric tons of ice an hour on average, as a result of human-caused global warming.

The team walk up Edward Bailey Glacier. Matt Pycroft/National Geographic

Sevestre explains that “our present and our future is intimately connected to Greenland.”

The island holds enough ice to increase sea levels by six to seven meters, adding that cities like London, New York and Miami are on the “front line,” she adds.

“And at the moment, we have a choice: do we continue investing in fossil fuels as much as we are today? If we want to give a chance to Greenland and give a chance to our own collective future, we really need to think long and hard about how much we want it.”

“We’re just agreeing passively to invest more and more into fossil fuels. But we really need to understand how high the stakes really are. We could totally get a meter of sea level rise by 2070.

“I mean, this is tomorrow for the younger generations,” she adds.

Call to Earth is a CNN editorial series committed to reporting on the environmental challenges facing our planet, together with the solutions. Rolex’s Perpetual Planet initiative has partnered with CNN to drive awareness and education around key sustainability issues and to inspire positive action.",https://edition.cnn.com
25,Barcelona’s famous Sagrada Familia will finally be completed in 2026,"CNN —

The Sagrada Familia in Barcelona will finally be finished in 2026, more than 140 years after construction started, officials have confirmed.

The construction of the last of six towers will mark the completion of the structure of the basilica, the organization responsible for managing the site announced last week.

“The Chapel of the Assumption is expected to be finished in 2025 and the tower of Jesus Christ, in 2026,” the Sagrada Familia said in a statement announcing the publication of its 2023 annual report.

A scene of the interior of the Sagrada Familia during a mass to consecrate the cathedral in November 2010 Christophe Simon/AFP/Getty Images

The tower of Jesus Christ will stand at 172.5 meters (566 feet) tall, and will be finished with a 17-meter-tall (56-foot) four-armed cross, according to the cathedral.

When complete, the Sagrada Familia will become the world’s tallest church, overtaking Ulm Minster in Germany.

Construction began in 1882 according to a design spearheaded by celebrated Catalan architect Antoni Gaudí, who decided the monumental structure would have 18 huge, spindle-shaped towers, each symbolizing a different biblical figure—the 12 apostles, the four evangelists, the Virgin Mary and Jesus.

The Sagrada Familia pictured in 1940 Hulton Archive/Getty Images

When Gaudí died in 1926, only an estimated 10%-15% of the project had been built, including one transept, a crypt and some of the apse wall.

Construction, already slow, was interrupted in the late 1930s by the Spanish Civil War, when most of the designs and models of Gaudí— whose tomb lies beneath the cathedral—were destroyed.

Current designs are based on surviving and reconstructed materials, as well as reimagined adaptations of the original.

In 1984, the building was designated a UNESCO World Heritage site, and it was consecrated by Pope Benedict XVI for religious worship in 2010.

The construction of the church was carried out illegally for 137 years, until 2019, when a building permit was finally issued by Barcelona’s city council. Authorities only discovered the “anomaly” that it had never been granted planning permission in 2016.",https://edition.cnn.com
26,Timeline of the Supreme Court’s mifepristone abortion pill ruling,"CNN —

The fate of the abortion pill lies with the Supreme Court.

The high court, which has a conservative supermajority, holds the power to maintain full access to the drug or reverse regulation changes that made medication abortion more accessible in recent years. This includes allowing the pills to be prescribed via telemedicine, delivered in the mail and used up to 10 weeks of pregnancy instead of seven.

In a lawsuit brought after the Supreme Court overturned Roe v. Wade in 2022, a federal judge in Texas ruled to suspend the US Food and Drug Administration’s approval of mifepristone — one of two pills used in most medication abortions. The drug is still fully available while the Supreme Court deliberates.

Medication abortion accounts for nearly two-thirds of all US abortions, according to 2023 data from the Guttmacher Institute. At least 5.9 million women have used mifepristone since its FDA approval in 2000. It is also often prescribed for miscarriage treatment.

See a timeline of mifepristone access since it was approved in 2000:

Mifepristone’s safety is well-established. Data analyzed by CNN shows it is safer than some common, low-risk prescription drugs, such as penicillin and Viagra. It also comes with a lower risk of serious complications than the alternatives: procedural abortion and childbirth. Telehealth for medication abortion is also effective and safe, according to a recent study.",https://edition.cnn.com
27,Poland demands explanation after accusing Russia of violating its airspace,"CNN —

Poland has demanded an explanation from Moscow after saying a Russian cruise missile aimed at Ukraine entered its territory.

“On March 24 at 4:23 a.m., there was a violation of Polish airspace by one of the cruise missiles launched tonight by the long-range aviation of the Russian Federation,” the Operational Command of the Polish armed forces said on X.

“The object flew into Polish [air]space near the village of Oserdow (Lublin Voivodeship) and spent 39 seconds in it,” Operational Command said. “It was observed by military radar systems throughout its flight.”

The report came after Ukrainian officials said Russia had launched about 20 missiles and seven Shahed attack drones targeting the western Ukrainian region of Lviv, which is near the Polish border. There were also multiple explosions reported in the Ukrainian capital of Kyiv.

The head of the Lviv regional military administration, Maksym Kozytskyi, said that Russia hit Ukrainian critical infrastructure in the western Lviv region.

“Preliminarily, there were two hits on the same critical infrastructure facility that the invaders had targeted overnight,” Kozytskyi said on Telegram.

Operational Command said on X that both Polish and allied aircraft had been activated.

“All necessary procedures to ensure the security of Polish airspace have been activated,” the Command added.

“The Polish Military is continuously monitoring the situation on Ukrainian territory and remains on constant alert to ensure the safety of Polish airspace,” it said.

The last time Russia violated Poland’s airspace was on December 29, 2023. The Polish military said at the time “an unidentified airborne object” had entered its airspace from Ukrainian territory, and later Poland’s most senior military officer said “all indications” suggested it was a Russian missile.

Poland’s Foreign Ministry spokesperson, Pawel Wronski, said in a statement on Sunday that the country called on Russia “to stop terrorist attacks from the air on the residents and territory of Ukraine, and to end the war and deal with the country’s internal problems.”

Meanwhile, Kyiv mayor Vitali Klitschko said on Telegram that a series of blasts had occurred in the Ukrainian capital, with missile fragments falling in the Desnianskyi district.

“Explosions in the capital. Air defense is active. Do not leave your shelters,” Klitschko said.

He added that fire and rescue units were heading to the scene.

This is a developing story and will be updated.",https://edition.cnn.com
28,"Kaduna, Nigeria: 137 school children kidnapped by gunmen released, state governor says","CNN —

At least 137 school children who were kidnapped by armed gunmen in Nigeria earlier this month have been released, the governor of Nigeria’s Kaduna state Uba Sani confirmed in a TV interview aired on Sunday.

In the interview broadcast on Nigeria’s Channels Television, Sani said he had met with the children’s families.

“I am happy, the families are happy, we are all happy the children have been rescued,” he told the broadcaster.

However, Sani said that a teacher had died after developing “some complications” while in captivity, without providing further detail.

On March 7, more than 300 students were abducted by armed bandits on motorcycles who stormed the LEA Primary and Secondary School in Kuriga village, in Kaduna’s Chikun district, state police told CNN at the time.

Kaduna state, which borders the Nigerian capital Abuja to the southwest, has grappled with recurring incidents of kidnappings for ransom by bandits and has witnessed several mass abductions in recent years.

In an earlier post on X, Sani was seen addressing dozens of children and wrote that he was “glad to see our released children in high spirits on Sunday evening.”

He wrote that they would continue to “undergo psychosocial counseling” and receive “proper medical supervision.”

The gunmen previously demanded a ransom of 1 billion naira ($620,000) and threatened to kill all of the students if their demands were not met, according to a member of the community.

Nigeria’s National Security Adviser Nuhu Ribadu had coordinated the “operations of the security agencies, which eventually resulted in this successful outcome,” Sani said.

“The Nigerian Army also deserves special commendation for showing that with courage, determination and commitment, criminal elements can be degraded and security restored in our communities,” Sani said.

He also thanked Nigeria’s President Bola Tinubu for “working round the clock” to ensure the children’s safe return.

With previous reporting from CNN’s Nimi Princewill in Abuja and Mariya Knight.",https://edition.cnn.com
29,Son Jun-ho: South Korean soccer player returns home after being detained in China on suspicion of accepting bribes,"CNN —

South Korean soccer star Son Jun-ho, who was detained in China for allegedly accepting bribes, has recently returned home, the country’s Ministry of Foreign Affairs said in a statement on Monday.

The ministry has been communicating with the Chinese authorities through “various channels” and requested cooperation to “ensure a swift and fair process,” it said without giving details of the release.

Son was detained by public security authorities in China’s northeast Liaoning province last May “on suspicion of taking bribes as a person who is not a functionary of a state organ.”

Son is a midfielder for Shandong Taishan, a soccer club in the Chinese Super League (CSL) which won the 2021 league title and more recently the 2022 Chinese Football Association Cup.

He has also represented South Korea’s men’s national team and reached the knockout stages of the World Cup in 2022 with the squad.

Son became the first foreign soccer player to be investigated and detained since the CSL started in 2004, according to China’s state-run Global Times.

His arrest was part of a broader initiative by Beijing to rid Chinese soccer of alleged corruption in the highest levels of the sport, during which the Communist Party’s anti-graft watchdog has been investigating a host of Chinese Football Association figures.",https://edition.cnn.com
30,Spring storm brings heavy snow to Plains and Midwest and threatens tornadoes in South,"CNN —

A powerful storm is pummeling parts of the Plains with blizzard conditions as it drops a blanket of snow from Colorado to Minnesota through Tuesday, threatening widespread power outages and treacherous road conditions. The wide-reaching storm will also fire up severe thunderstorms and tornadoes in classic springtime fashion.

The storm is the latest in a series that have blurred the transition from winter to spring. Some cities, like Minneapolis St.-Paul, have received more snow in the past week than they had all winter. And parts of New England, where tens of thousands remain without power, endured a bigger snowstorm this weekend than any single storm this winter.

Snow clings to the trees along a walking path at Como Lake in St. Paul, Minnesota on March 22, 2024. Amy Forliti/AP

Blizzard warnings extend from northern Colorado and Kansas into parts of Minnesota, Nebraska and South Dakota on Monday. Between 2 and 10 inches of snow could fall in these areas, and some places could see more than a foot, according to the National Weather Service.

Travel could become “nearly impossible” in some areas as the storms move through the Plains and Upper Midwest, creating icy roadways and whiteout conditions, the weather service warned.

Freezing rain and sleet created slick road conditions in parts of Nebraska Sunday night, the weather service office in North Platte said. The conditions closed a more than 100-mile portion of I-80 in the state Sunday night. The roadway remained closed Monday morning after the icy mix turned to blowing snow and created whiteout conditions.

Slick conditions also wreaked havoc in Minnesota where nearly 400 crashes and more than 300 spinouts have occurred since Sunday, according the Minnesota State Patrol.

Widespread power outages are also a concern as power lines and trees are likely to be damaged by strong winds and accumulations of heavy, wet snow, the weather service said.

Winter storm warnings stretch from New Mexico to Wisconsin and the Dakotas, where snowfall totals of 4 to 12 inches are possible.

Last week, a storm dumped snow from the northern Plains to the Northeast. The heaviest snow focused on the Northeast where parts of Maine, New Hampshire and Vermont, saw more than 2 feet of snow.

Nearly 130,000 homes and businesses are still without power across the region as of Monday morning, according to PowerOutage.us. The majority of outages are in Maine, where nearly 100,000 customers are in the dark.

Many power lines were grounded across Maine after the storm blew through, according to Central Maine Power. The utility said its crews responded to more than 700 emergency calls Sunday for issues including blocked roads and downed lines.

Though the Maine utility had restored power to more than 50% of customers impacted by the storm as of Sunday night, restoration efforts in severely impacted coastal areas could last through Wednesday, it said.

Strong tornadoes possible in Gulf Coast states

The southern side of the storm will produce damaging thunderstorms in the South Monday. Warm, moist air from the Gulf of Mexico is providing plenty of fuel for thunderstorms to unload damaging wind gusts, hail and tornadoes.

A few of these tornadoes could become strong – meaning EF2-strength or greater – the Storm Prediction Center warned Monday.

Thunderstorms were ongoing Monday morning from Texas to Arkansas but are forecast to intensify as the storm system tracks east.

The greatest risk for severe thunderstorms and strong tornadoes will center on parts of Louisiana and Mississippi from Monday afternoon into Monday night.

Heavy rainfall could also lead to flooding in parts of the Mississippi Valley and Gulf Coast. Portions of Louisiana, Mississippi, Alabama, Arkansas and Missouri are under a Level 2 of 4 risk of flooding rainfall Monday.

Thunderstorms will track into the Southeast on Tuesday, but any damaging storms are expected to be isolated in nature.

CNN’s Samantha Beech and Nic F. Anderson contributed to this report.",https://edition.cnn.com
31,"Everest climbers will have to take their poop away with them, as Nepal tries to address growing waste problem","CNN —

Oxygen? Check. Crampons? Check. Poop bags?… Check.

Those hoping to climb Everest this year will have to make some slight adjustments to their packing list, as new rules now mandate that climbers bring their excrement down with them from the world’s highest peak, in a bid to tackle pollution.

Most people who attempt to climb the 8,849-meter (29,032-foot) Mount Everest do so via Nepal, paying $11,000 apiece just for the climbing permit.

Mountaineers' tents at Camp 2 of Everest on May 8, 2021 Pemba Dorje Sherpa/AFP/Getty Images

With gear, food, supplemental oxygen, Sherpa guides and more, it costs upward of $35,000 to take on the mountain.

But the world’s highest peak has a poop problem, driven by the number of visitors, and the harsh conditions on the mountain, which interfere with the degradation process.

“The problem of human waste on Everest was very bad,” Diwas Pokhrel, first vice president of Everest Summiteers Association, told CNN, adding that at the mountain’s highest points, it was “polluting the mountain environment.”

Without the new rules, the poo problem was highly likely to get worse: Last year, Nepal gave out a record 478 climbing permits to climb the peak. Twelve climbers were confirmed to have died on the mountain, while another five remain officially missing.

Jinesh Sindurakar of the Nepal Mountaineering Association told CNN that an estimated 1,200 people will be on Everest this season.

“Each person produces 250 grams (8.8 ounces) of excrement a day and they will spend 2 weeks on the higher camps for the summit push,” Sindurakar explained, adding that each climber will be given two poop bags, which can each be used six times.

The bags contain chemicals to solidify the human waste and make it odorless, Sindurakar said, and Nepal’s Khumbu Pasanglhamu Rural Municipality will issue some 8,000 bags this season.

Efforts to reduce the impact of tourism on the Himalayas have stepped up, with 35,708 kilograms of waste and plastics removed from peaks including Everest, Lhotse, Annapurna and Baruntse through an initiative led by the Nepali Army, according to the Himalayan Times.

CNN’s Lilit Marcus contributed reporting",https://edition.cnn.com
